408,60,0.07112000
408,80,0.06986000
401,90,0.10580000
401,100,0.10600000
400,150,0.12030000
400,200,0.08029000
400,250,0.00513400
500,60,0.00579200
500,80,0.03224000
500,90,0.03727000
500,100,0.01786000
500,150,0.02222000
500,200,0.02194000
500,250,0.04259000
500,300,0.02617000
600,60,0.00291300
600,80,0.02839000
600,90,0.02275000
600,100,0.02237000
600,150,0.01053000
600,200,0.02496000
600,250,0.01185000
600,300,0.01840000
600,400,0.00270700
700,60,0.01856000
700,80,0.01924000
700,90,0.01941000
700,100,0.01941000
700,150,0.00774500
700,200,0.00645400
700,250,0.01436000
700,300,0.00774200
700,400,0.00342700
700,500,0.00050790
800,60,0.00840400
800,80,0.00844700
800,90,0.00852000
800,100,0.00864800
800,150,0.00282500
800,200,0.00393400
800,250,0.00529700
800,300,0.00384400
800,400,0.00172700
800,500,0.00062180
800,600,0.00012360
900,60,0.00406000
900,80,0.00408100
900,90,0.00410800
900,100,0.00405600
900,150,0.00420300
900,200,0.00420900
900,250,0.00315700
900,300,0.00339000
900,400,0.00059600
900,500,0.00033020
900,600,0.00018030
900,700,0.00002469
1000,60,0.00189300
1000,80,0.00190500
1000,90,0.00191700
1000,100,0.00188800
1000,150,0.00206200
1000,200,0.00219600
1000,250,0.00144200
1000,300,0.00136600
1000,400,0.00034290
1000,500,0.00017250
1000,600,0.00013280
1000,700,0.00006114
1000,800,0.00000668
1200,60,0.00050870
1200,80,0.00051250
1200,100,0.00050330
1200,150,0.00049170
1200,200,0.00054340
1200,300,0.00044840
1200,400,0.00011080
1200,500,0.00005677
1200,600,0.00004245
1200,700,0.00003157
1200,800,0.00002214
1400,60,0.00015950
1400,80,0.00016770
1400,100,0.00015430
1400,150,0.00015620
1400,200,0.00013920
1400,300,0.00012950
1400,400,0.00004102
1400,500,0.00002150
1400,600,0.00001619
1400,700,0.00000940
1400,800,0.00000475
1600,60,0.00004685
1600,80,0.00004723
1600,100,0.00004387
1600,150,0.00004293
1600,200,0.00004493
1600,300,0.00003124
1600,400,0.00001261
1600,500,0.00000643
1600,600,0.00000471
1600,700,0.00000183
1600,800,0.00000110
1800,60,0.00001646
1800,80,0.00001681
1800,100,0.00001650
1800,150,0.00001494
1800,200,0.00001537
1800,300,0.00000819
1800,400,0.00000473
1800,500,0.00000257
1800,600,0.00000190
1800,700,0.00000041
1800,800,0.00000022
2000,60,0.00000632
2000,80,0.00000641
2000,100,0.00000634
2000,150,0.00000658
2000,200,0.00000637
2000,300,0.00000143
2000,400,0.00000193
2000,500,0.00000124
2000,600,0.00000108
2000,700,0.00000062
2000,800,0.00000017
